Código do município,Município,RO,AC,AM,RR,PA,AP,TO,MA,PI,CE,RN,PB,PE,AL,SE,BA,MG,RJ,SP,PR,SC,RS,MS,MT,GO,DF,Total
250890,MAMANGUAPE,-,-,-,-,-,-,-,-,-,-,-,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58
250900,MANAIRA,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
250905,MARCACAO,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
250915,MARIZOPOLIS,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
250920,MASSARANDUBA,-,-,-,-,-,-,-,-,-,-,-,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68
250930,MATARACA,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6
250939,MATUREIA,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5
250940,MOGEIRO,-,-,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40
250950,MONTADAS,-,-,-,-,-,-,-,-,-,-,-,109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,109
250970,MONTEIRO,-,-,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71
250990,NATUBA,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
251010,NOVA FLORESTA,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
251030,NOVA PALMEIRA,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
251050,OLIVEDOS,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18
251065,PARARI,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18
251080,PATOS,-,-,-,-,-,-,-,-,-,-,-,98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98
251100,PEDRA BRANCA,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
251110,PEDRA LAVRADA,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15
251120,PEDRAS DE FOGO,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
251130,PIANCO,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8
251140,PICUI,-,-,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95
251150,PILAR,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13
251160,PILOES,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26
251190,PITIMBU,-,-,-,-,-,-,-,-,-,-,-,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128
251200,POCINHOS,-,-,-,-,-,-,-,-,-,-,-,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42
251203,POCO DANTAS,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8
251210,POMBAL,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8
251220,PRATA,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5
251230,PRINCESA ISABEL,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22
251240,PUXINANA,-,-,-,-,-,-,-,-,-,-,-,110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,110
251250,QUEIMADAS,-,-,-,-,-,-,-,-,-,-,-,751,-,-,-,-,-,-,-,-,-,-,-,-,-,-,751
251260,QUIXABA,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
251270,REMIGIO,-,-,-,-,-,-,-,-,-,-,-,231,-,-,-,-,-,-,-,-,-,-,-,-,-,-,231
251272,PEDRO REGIS,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17
251274,RIACHAO,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
251275,RIACHAO DO BACAMARTE,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32
251278,RIACHO DE SANTO ANTONIO,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
251290,RIO TINTO,-,-,-,-,-,-,-,-,-,-,-,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56
251300,SALGADINHO,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
251310,SALGADO DE SAO FELIX,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
251315,SANTA CECILIA,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14
251320,SANTA CRUZ,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
251330,SANTA HELENA,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
251340,SANTA LUZIA,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12
251360,SANTANA DOS GARROTES,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
251370,SANTA RITA,-,-,-,-,-,-,-,-,-,-,-,144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,144
251385,SANTO ANDRE,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5
251400,SAO JOAO DO CARIRI,-,-,-,-,-,-,-,-,-,-,-,181,-,-,-,-,-,-,-,-,-,-,-,-,-,-,181
251410,SAO JOAO DO TIGRE,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
251440,SAO JOSE DE ESPINHARAS,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
251445,SAO JOSE DOS RAMOS,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
251460,SAO JOSE DO BONFIM,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
251470,SAO JOSE DO SABUGI,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
251480,SAO JOSE DOS CORDEIROS,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
251510,SAO SEBASTIAO DE LAGOA DE ROCA,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5
251530,SAPE,-,-,-,-,-,-,-,-,-,-,-,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53
251540,SAO VICENTE DO SERIDO,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13
251550,SERRA BRANCA,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
251560,SERRA DA RAIZ,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15
251590,SERRARIA,-,-,-,-,-,-,-,-,-,-,-,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62
251593,SERTAOZINHO,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31
251600,SOLANEA,-,-,-,-,-,-,-,-,-,-,-,107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,107
251610,SOLEDADE,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
251615,SOSSEGO,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28
251620,SOUSA,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25
251630,SUME,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
251640,TACIMA,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5
251650,TAPEROA,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8
251660,TAVARES,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
251670,TEIXEIRA,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
251675,TENORIO,-,-,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37
251680,TRIUNFO,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
251690,UIRAUNA,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8
251700,UMBUZEIRO,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23
251710,VARZEA,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5
260005,ABREU E LIMA,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,11
260010,AFOGADOS DA INGAZEIRA,-,-,-,-,-,-,-,-,-,-,-,-,141,-,-,-,-,-,-,-,-,-,-,-,-,-,141
260020,AFRANIO,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6
260030,AGRESTINA,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
260040,AGUA PRETA,-,-,-,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,75
260080,ALTINHO,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,14
260090,AMARAJI,-,-,-,-,-,-,-,-,-,-,-,-,242,-,-,-,-,-,-,-,-,-,-,-,-,-,242
260105,ARACOIABA,-,-,-,-,-,-,-,-,-,-,-,-,800,-,-,-,-,-,-,-,-,-,-,-,-,-,800
260110,ARARIPINA,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6
260120,ARCOVERDE,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,17
260130,BARRA DE GUABIRABA,-,-,-,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-,-,-,-,40
260140,BARREIROS,-,-,-,-,-,-,-,-,-,-,-,-,247,-,-,-,-,-,-,-,-,-,-,-,-,-,247
260160,BELEM DE SAO FRANCISCO,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
260170,BELO JARDIM,-,-,-,-,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-,-,-,-,-,-,-,-,55
260180,BETANIA,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
260190,BEZERROS,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
260210,BOM CONSELHO,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10
260220,BOM JARDIM,-,-,-,-,-,-,-,-,-,-,-,-,271,-,-,-,-,-,-,-,-,-,-,-,-,-,271
260230,BONITO,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,-,28
260240,BREJAO,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
260250,BREJINHO,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,14
260260,BREJO DA MADRE DE DEUS,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
260270,BUENOS AIRES,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,-,28
260280,BUIQUE,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
260290,CABO DE SANTO AGOSTINHO,-,-,-,-,-,-,-,-,-,-,-,-,2112,-,-,-,-,-,-,-,-,-,-,-,-,-,2112
260300,CABROBO,-,-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-,-,-,-,41
260320,CAETES,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5
260340,CALUMBI,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
260345,CAMARAGIBE,-,-,-,-,-,-,-,-,-,-,-,-,385,-,-,-,-,-,-,-,-,-,-,-,-,-,385
260350,CAMOCIM DE SAO FELIX,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
260360,CAMUTANGA,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12
260370,CANHOTINHO,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9
260380,CAPOEIRAS,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
260390,CARNAIBA,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
260400,CARPINA,-,-,-,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,-,-,-,-,71
260410,CARUARU,-,-,-,-,-,-,-,-,-,-,-,-,91,-,-,-,-,-,-,-,-,-,-,-,-,-,91
260415,CASINHAS,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,21
260420,CATENDE,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,17
260430,CEDRO,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
260440,CHA DE ALEGRIA,-,-,-,-,-,-,-,-,-,-,-,-,94,-,-,-,-,-,-,-,-,-,-,-,-,-,94
260450,CHA GRANDE,-,-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-,-,-,-,41
260460,CONDADO,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
260470,CORRENTES,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
260480,CORTES,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
260490,CUMARU,-,-,-,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-,-,-,-,40
260500,CUPIRA,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,15
260510,CUSTODIA,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7
260515,DORMENTES,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-,26
260520,ESCADA,-,-,-,-,-,-,-,-,-,-,-,-,530,-,-,-,-,-,-,-,-,-,-,-,-,-,530
260530,EXU,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12
260540,FEIRA NOVA,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-,31
260545,FERNANDO DE NORONHA,-,-,-,-,-,-,-,-,-,-,-,-,334,-,-,-,-,-,-,-,-,-,-,-,-,-,334
260550,FERREIROS,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10
260560,FLORES,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
260570,FLORESTA,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
260580,FREI MIGUELINHO,-,-,-,-,-,-,-,-,-,-,-,-,65,-,-,-,-,-,-,-,-,-,-,-,-,-,65
260590,GAMELEIRA,-,-,-,-,-,-,-,-,-,-,-,-,439,-,-,-,-,-,-,-,-,-,-,-,-,-,439
260600,GARANHUNS,-,-,-,-,-,-,-,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,-,-,-,-,85
260610,GLORIA DO GOITA,-,-,-,-,-,-,-,-,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-,-,-,-,38
260620,GOIANA,-,-,-,-,-,-,-,-,-,-,-,-,771,-,-,-,-,-,-,-,-,-,-,-,-,-,771
260630,GRANITO,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
260640,GRAVATA,-,-,-,-,-,-,-,-,-,-,-,-,552,-,-,-,-,-,-,-,-,-,-,-,-,-,552
260650,IATI,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
260670,IBIRAJUBA,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,11
260680,IGARASSU,-,-,-,-,-,-,-,-,-,-,-,-,658,-,-,-,-,-,-,-,-,-,-,-,-,-,658
260690,IGUARACY,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
260700,INAJA,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
260710,INGAZEIRA,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,21
260720,IPOJUCA,-,-,-,-,-,-,-,-,-,-,-,-,136,-,-,-,-,-,-,-,-,-,-,-,-,-,136
260730,IPUBI,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10
260740,ITACURUBA,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
260750,ITAIBA,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
260760,ILHA DE ITAMARACA,-,-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-,-,-,-,41
260765,ITAMBE,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
260770,ITAPETIM,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
260775,ITAPISSUMA,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5
260780,ITAQUITINGA,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,30
260790,JABOATAO DOS GUARARAPES,-,-,-,-,-,-,-,-,-,-,-,-,8997,-,-,-,-,-,-,-,-,-,-,-,-,-,8997
260795,JAQUEIRA,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,-,-,36
260800,JATAUBA,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
260805,JATOBA,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
260810,JOAO ALFREDO,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-,33
260820,JOAQUIM NABUCO,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9
260825,JUCATI,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6
260830,JUPI,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
260840,JUREMA,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
260845,LAGOA DO CARRO,-,-,-,-,-,-,-,-,-,-,-,-,405,-,-,-,-,-,-,-,-,-,-,-,-,-,405
260850,LAGOA DE ITAENGA,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
260860,LAGOA DO OURO,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,16
260870,LAGOA DOS GATOS,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,-,28
260875,LAGOA GRANDE,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
260880,LAJEDO,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,16
260890,LIMOEIRO,-,-,-,-,-,-,-,-,-,-,-,-,1050,-,-,-,-,-,-,-,-,-,-,-,-,-,1050
260900,MACAPARANA,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5
260910,MACHADOS,-,-,-,-,-,-,-,-,-,-,-,-,49,-,-,-,-,-,-,-,-,-,-,-,-,-,49
260915,MANARI,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,20
260930,MIRANDIBA,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
260940,MORENO,-,-,-,-,-,-,-,-,-,-,-,-,192,-,-,-,-,-,-,-,-,-,-,-,-,-,192
260950,NAZARE DA MATA,-,-,-,-,-,-,-,-,-,-,-,-,668,-,-,-,-,-,-,-,-,-,-,-,-,-,668
260960,OLINDA,-,-,-,-,-,-,-,-,-,-,-,-,237,-,-,-,-,-,-,-,-,-,-,-,-,-,237
260970,OROBO,-,-,-,-,-,-,-,-,-,-,-,-,113,-,-,-,-,-,-,-,-,-,-,-,-,-,113
260990,OURICURI,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
261000,PALMARES,-,-,-,-,-,-,-,-,-,-,-,-,237,-,-,-,-,-,-,-,-,-,-,-,-,-,237
261020,PANELAS,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8
261030,PARANATAMA,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
261040,PARNAMIRIM,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
261050,PASSIRA,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,30
261060,PAUDALHO,-,-,-,-,-,-,-,-,-,-,-,-,783,-,-,-,-,-,-,-,-,-,-,-,-,-,783
261070,PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,1260,-,-,-,-,-,-,-,-,-,-,-,-,-,1260
261080,PEDRA,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,15
261090,PESQUEIRA,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5
261100,PETROLANDIA,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7
261110,PETROLINA,-,-,-,-,-,-,-,-,-,-,-,-,222,-,-,-,-,-,-,-,-,-,-,-,-,-,222
261120,POCAO,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
261130,POMBOS,-,-,-,-,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,-,-,-,-,-,-,81
261140,PRIMAVERA,-,-,-,-,-,-,-,-,-,-,-,-,77,-,-,-,-,-,-,-,-,-,-,-,-,-,77
261150,QUIPAPA,-,-,-,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-,-,-,-,40
261160,RECIFE,-,-,-,-,-,-,-,-,-,-,-,-,9916,-,-,-,-,-,-,-,-,-,-,-,-,-,9916
261170,RIACHO DAS ALMAS,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10
261180,RIBEIRAO,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10
261190,RIO FORMOSO,-,-,-,-,-,-,-,-,-,-,-,-,307,-,-,-,-,-,-,-,-,-,-,-,-,-,307
261200,SAIRE,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-,27
261210,SALGADINHO,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,23
261220,SALGUEIRO,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10
261230,SALOA,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
261240,SANHARO,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
261245,SANTA CRUZ,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
261247,SANTA CRUZ DA BAIXA VERDE,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
261250,SANTA CRUZ DO CAPIBARIBE,-,-,-,-,-,-,-,-,-,-,-,-,179,-,-,-,-,-,-,-,-,-,-,-,-,-,179
261260,SANTA MARIA DA BOA VISTA,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9
261280,SANTA TEREZINHA,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
261290,SAO BENEDITO DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,11
261300,SAO BENTO DO UNA,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7
261310,SAO CAITANO,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
261330,SAO JOAQUIM DO MONTE,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5
