Código do município,Município,RO,AC,AM,RR,PA,AP,TO,MA,PI,CE,RN,PB,PE,AL,SE,BA,MG,ES,RJ,SP,PR,SC,RS,MS,MT,GO,DF,Total
270190,CHA PRETA,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,-,28
270200,COITE DO NOIA,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
270230,CORURIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
270235,CRAIBAS,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,18
270240,DELMIRO GOUVEIA,-,-,-,-,-,-,-,-,-,-,-,-,-,225,-,-,-,-,-,-,-,-,-,-,-,-,-,225
270260,FEIRA GRANDE,-,-,-,-,-,-,-,-,-,-,-,-,-,44,-,-,-,-,-,-,-,-,-,-,-,-,-,44
270270,FELIZ DESERTO,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
270280,FLEXEIRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
270290,GIRAU DO PONCIANO,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
270300,IBATEGUARA,-,-,-,-,-,-,-,-,-,-,-,-,-,63,-,-,-,-,-,-,-,-,-,-,-,-,-,63
270310,IGACI,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6
270320,IGREJA NOVA,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
270330,INHAPI,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7
270340,JACARE DOS HOMENS,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5
270350,JACUIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
270370,JARAMATAIA,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7
270375,JEQUIA DA PRAIA,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
270380,JOAQUIM GOMES,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5
270400,JUNQUEIRO,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,17
270410,LAGOA DA CANOA,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6
270420,LIMOEIRO DE ANADIA,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
270430,MACEIO,-,-,-,-,-,-,-,-,-,-,-,-,-,996,-,-,-,-,-,-,-,-,-,-,-,-,-,996
270440,MAJOR ISIDORO,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,18
270450,MARAGOGI,-,-,-,-,-,-,-,-,-,-,-,-,-,97,-,-,-,-,-,-,-,-,-,-,-,-,-,97
270460,MARAVILHA,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12
270470,MARECHAL DEODORO,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
270490,MAR VERMELHO,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12
270500,MATA GRANDE,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6
270520,MESSIAS,-,-,-,-,-,-,-,-,-,-,-,-,-,49,-,-,-,-,-,-,-,-,-,-,-,-,-,49
270560,NOVO LINO,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5
270570,OLHO D'AGUA DAS FLORES,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
270580,OLHO D'AGUA DO CASADO,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
270590,OLHO D'AGUA GRANDE,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
270610,OURO BRANCO,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8
270630,PALMEIRA DOS INDIOS,-,-,-,-,-,-,-,-,-,-,-,-,-,62,-,-,-,-,-,-,-,-,-,-,-,-,-,62
270640,PAO DE ACUCAR,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9
270642,PARICONHA,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
270644,PARIPUEIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,14
270660,PAULO JACINTO,-,-,-,-,-,-,-,-,-,-,-,-,-,49,-,-,-,-,-,-,-,-,-,-,-,-,-,49
270670,PENEDO,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,14
270680,PIACABUCU,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,14
270690,PILAR,-,-,-,-,-,-,-,-,-,-,-,-,-,56,-,-,-,-,-,-,-,-,-,-,-,-,-,56
270700,PINDOBA,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5
270710,PIRANHAS,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
270720,POCO DAS TRINCHEIRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,22
270730,PORTO CALVO,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,-,-,36
270740,PORTO DE PEDRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
270760,QUEBRANGULO,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-,-,32
270770,RIO LARGO,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,24
270790,SANTA LUZIA DO NORTE,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5
270800,SANTANA DO IPANEMA,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
270810,SANTANA DO MUNDAU,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
270830,SAO JOSE DA LAJE,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6
270840,SAO JOSE DA TAPERA,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7
270850,SAO LUIS DO QUITUNDE,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6
270860,SAO MIGUEL DOS CAMPOS,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,25
270880,SAO SEBASTIAO,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,22
270890,SATUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
270895,SENADOR RUI PALMEIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,14
270900,TANQUE D'ARCA,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
270910,TAQUARANA,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
270915,TEOTONIO VILELA,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
270920,TRAIPU,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
270930,UNIAO DOS PALMARES,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10
270940,VICOSA,-,-,-,-,-,-,-,-,-,-,-,-,-,119,-,-,-,-,-,-,-,-,-,-,-,-,-,119
280020,AQUIDABA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,6
280030,ARACAJU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1076,-,-,-,-,-,-,-,-,-,-,-,-,1076
280040,ARAUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2
280060,BARRA DOS COQUEIROS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,24
280067,BOQUIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
280100,CAMPO DO BRITO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2
280120,CANINDE DE SAO FRANCISCO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,3
280130,CAPELA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
280140,CARIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,31
280150,CARMOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,13
280160,CEDRO DE SAO JOAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2
280170,CRISTINAPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,3
280210,ESTANCIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-,-,-,-,-,-,-,70
280240,GARARU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,4
280280,INDIAROBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
280290,ITABAIANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,6
280300,ITABAIANINHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,22
280320,ITAPORANGA D'AJUDA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,7
280330,JAPARATUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,12
280340,JAPOATA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,3
280350,LAGARTO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-,-,-,-,-,-,-,70
280360,LARANJEIRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,9
280390,MALHADOR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,11
280400,MARUIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
280410,MOITA BONITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
280420,MONTE ALEGRE DE SERGIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,9
280430,MURIBECA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,3
280440,NEOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,4
280450,NOSSA SENHORA DA GLORIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,16
280460,NOSSA SENHORA DAS DORES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,8
280480,NOSSA SENHORA DO SOCORRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,183,-,-,-,-,-,-,-,-,-,-,-,-,183
280520,PINHAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,8
280530,PIRAMBU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,3
280540,POCO REDONDO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2
280560,PORTO DA FOLHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,12
280570,PROPRIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,3
280600,RIBEIROPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,4
280610,ROSARIO DO CATETE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2
280620,SALGADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
280630,SANTA LUZIA DO ITANHY,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,8
280650,SANTA ROSA DE LIMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,12
280660,SANTO AMARO DAS BROTAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
280670,SAO CRISTOVAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94,-,-,-,-,-,-,-,-,-,-,-,-,94
280690,SAO FRANCISCO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
280710,SIMAO DIAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,-,36
280740,TOBIAS BARRETO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73,-,-,-,-,-,-,-,-,-,-,-,-,73
280750,TOMAR DO GERU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
280760,UMBAUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,3
290020,ABARE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,310,-,-,-,-,-,-,-,-,-,-,-,310
290030,ACAJUTIBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-,-,40
290035,ADUSTINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,25
290040,AGUA FRIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,-,-,-,-,-,-,-,-,-,-,-,99
290050,ERICO CARDOSO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,-,-,-,-,-,-,-,-,-,-,-,58
290060,AIQUARA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,12
290070,ALAGOINHAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1261,-,-,-,-,-,-,-,-,-,-,-,1261
290080,ALCOBACA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-,35
290090,ALMADINA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,-,-,-,-,-,47
290100,AMARGOSA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,623,-,-,-,-,-,-,-,-,-,-,-,623
290110,AMELIA RODRIGUES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,32
290115,AMERICA DOURADA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,33
290120,ANAGE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,25
290130,ANDARAI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,104,-,-,-,-,-,-,-,-,-,-,-,104
290135,ANDORINHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,-,-,-,-,-,-,-,-,-,-,-,49
290140,ANGICAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,11
290150,ANGUERA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,-,-,-,-,-,-,-,-,-,-,-,72
290160,ANTAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,-,-,-,-,57
290170,ANTONIO CARDOSO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,24
290180,ANTONIO GONCALVES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-,-,41
290190,APORA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,11
290195,APUAREMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,-,-,-,-,-,-,-,-,-,-,-,62
290200,ARACATU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,-,-,-,-,-,-,-,-,-,-,-,52
290205,ARACAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,13
290210,ARACI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,236,-,-,-,-,-,-,-,-,-,-,-,236
290230,ARATUIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1
290240,AURELINO LEAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,20
290250,BAIANOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,17
290260,BAIXA GRANDE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,-,-,-,-,-,-,-,-,-,-,-,79
290265,BANZAE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1
290270,BARRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,27
290280,BARRA DA ESTIVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,32
290290,BARRA DO CHOCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,32
290300,BARRA DO MENDES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97,-,-,-,-,-,-,-,-,-,-,-,97
290310,BARRA DO ROCHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,398,-,-,-,-,-,-,-,-,-,-,-,398
290320,BARREIRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,728,-,-,-,-,-,-,-,-,-,-,-,728
290323,BARRO ALTO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,126,-,-,-,-,-,-,-,-,-,-,-,126
290327,BARROCAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,444,-,-,-,-,-,-,-,-,-,-,-,444
290330,BARRO PRETO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-,-,-,-,-,-,51
290340,BELMONTE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,9
290350,BELO CAMPO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,9
290360,BIRITINGA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,444,-,-,-,-,-,-,-,-,-,-,-,444
290370,BOA NOVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170,-,-,-,-,-,-,-,-,-,-,-,170
290380,BOA VISTA DO TUPIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,108,-,-,-,-,-,-,-,-,-,-,-,108
290390,BOM JESUS DA LAPA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160,-,-,-,-,-,-,-,-,-,-,-,160
290395,BOM JESUS DA SERRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,22
290400,BONINAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,12
290405,BONITO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,26
290410,BOQUIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,392,-,-,-,-,-,-,-,-,-,-,-,392
290420,BOTUPORA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,34
290430,BREJOES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,227,-,-,-,-,-,-,-,-,-,-,-,227
290440,BREJOLANDIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,-,-,-,-,-,-,-,-,-,-,-,43
290450,BROTAS DE MACAUBAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,28
290460,BRUMADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1158,-,-,-,-,-,-,-,-,-,-,-,1158
290470,BUERAREMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-,-,38
290480,CAATIBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,-,-,-,-,-,61
290485,CABACEIRAS DO PARAGUACU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101,-,-,-,-,-,-,-,-,-,-,-,101
290490,CACHOEIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125,-,-,-,-,-,-,-,-,-,-,-,125
290500,CACULE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,276,-,-,-,-,-,-,-,-,-,-,-,276
290510,CAEM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,10
290515,CAETANOS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87,-,-,-,-,-,-,-,-,-,-,-,87
290520,CAETITE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,377,-,-,-,-,-,-,-,-,-,-,-,377
290530,CAFARNAUM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,16
290540,CAIRU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84,-,-,-,-,-,-,-,-,-,-,-,84
290550,CALDEIRAO GRANDE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-,35
290560,CAMACAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129,-,-,-,-,-,-,-,-,-,-,-,129
290570,CAMACARI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,843,-,-,-,-,-,-,-,-,-,-,-,843
290580,CAMAMU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,-,-,-,-,-,-,-,-,-,-,-,68
290590,CAMPO ALEGRE DE LOURDES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3
290600,CAMPO FORMOSO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,275,-,-,-,-,-,-,-,-,-,-,-,275
290610,CANAPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-,-,-,-,-,-,55
290620,CANARANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,187,-,-,-,-,-,-,-,-,-,-,-,187
290630,CANAVIEIRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,-,-,-,-,-,-,-,-,-,-,-,105
290640,CANDEAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,16
290650,CANDEIAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,229,-,-,-,-,-,-,-,-,-,-,-,229
290660,CANDIBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,19
290670,CANDIDO SALES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,377,-,-,-,-,-,-,-,-,-,-,-,377
290680,CANSANCAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124,-,-,-,-,-,-,-,-,-,-,-,124
290685,CAPELA DO ALTO ALEGRE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,10
290687,CAPIM GROSSO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,343,-,-,-,-,-,-,-,-,-,-,-,343
290689,CARAIBAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3
290690,CARAVELAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,-,-,85
290700,CARDEAL DA SILVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,13
290710,CARINHANHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,-,-,-,-,-,-,-,-,-,-,-,92
290720,CASA NOVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,295,-,-,-,-,-,-,-,-,-,-,-,295
290730,CASTRO ALVES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,-,-,-,-,-,-,-,-,-,-,-,43
290750,CATU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,161,-,-,-,-,-,-,-,-,-,-,-,161
290755,CATURAMA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,16
