Código do município,Município,UF,Código da região,Código do prestador de serviços,Nome do prestador de serviços,Sigla,Abrangência,,,IN003,IN026,IN027,IN004,IN005,IN006,IN012,IN029,IN007,IN008,IN030,IN031,IN032,IN033,IN034,IN035,IN036,IN037,IN038,IN039,IN040,IN041,IN042,IN054,IN018,IN019,IN102,IN048,IN002,IN045,IN101,IN060,IN055,IN023,IN001,IN043,IN011,IN009,IN010,IN044,IN057,IN052,IN025,IN053,IN014,IN017,IN022,IN058,IN020,IN028,IN013,IN049,IN050,IN051,IN056,IN024,IN047,IN015,IN016,IN046,IN021,IN059,IN071,IN072,IN073,IN074,IN077,IN082,IN083,IN079,IN075,IN080,IN076,IN085,IN084,IN061,IN062,IN063,IN064,IN068,IN065,IN069,IN066,IN067
411575,Mauá da Serra,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,5.19,3.27,390.72,5.64,5.7,,108.71,0.23,39.37,289760.11,57.94,25.42,36.21,0.99,0.92,43.88,62.5,21.9,1.31,1.59,96.97,,03.03,64.46,2.85,1186.59,1119.55,0.63,1690.25,0.63,161.74,0.67,95.98,100,01.06,91.29,100,100,69.24,100,99.95,69.47,13.38,9.24,9.24,9.86,101.19,0.79,17.37,74.09,25.91,30.53,7.31,143.06,,,,,,,,,,,,,,0.02,0.73,100,0,100,0,100,0,,,,,,,,,
411580,Medianeira,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.5,3.25,429.66,5.61,5.92,4.85,124.61,0.49,47.44,223477.47,57.83,24.59,38.07,1.93,1.71,42.52,65.83,13.92,4.34,2.96,72.41,24.22,3.36,66,34.84,790.12,660.13,0.98,1223.33,1.32,148.78,0.68,99.99,100,1.16,90.68,100,100,64.11,100,99.34,64.11,16.36,10.44,10.44,10.9,146.36,0.62,19.34,66.95,33.05,35.89,10.94,222.94,46.19,51.66,51.66,40.97,100,40.97,16.62,0.01,,,,,,0,1.3,100,0,100,0,100,0,,,,,,,,,
411590,Mirador,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,5.16,3.61,475.19,5.43,5.43,,105.21,3.82,45.1,190830.2,66.57,31.84,42.86,01.04,2.95,47.84,64.39,19.77,0.49,4.43,97.44,,2.56,87.02,1.35,623.7,605.49,1.23,839.5,1.23,139.14,0.73,99.95,100,01.03,93.45,100,100,79.76,100,85.6,79.76,12.94,10.3,10.3,10.96,128.99,0.83,24.65,84.93,15.07,20.24,3.19,88.48,,,,,,,,,,,,,,0,0.64,100,0,100,0,100,0,,,,,,,,,
411605,Missal,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,4.64,3.32,439.74,5.88,5.92,,126.59,-6.71,39.68,244541.88,56.58,22.29,31.34,2.91,1.44,39.4,55.4,23.32,5.21,2.55,97.82,,2.18,40.39,2.81,1003.78,894.08,0.8,1411.5,0.8,155.18,0.68,66.75,100,1.12,86.43,100,100,76.53,100,100,76.66,13.77,10.49,10.49,10.95,138.53,0.91,15.83,80,20,23.34,6.97,118.72,,,,,,,,,,,,,,0.07,0.75,100,0,100,0,100,0,,,,,,,,,
411610,Moreira Sales,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.37,3.17,390.4,5.33,5.49,4.5,121.84,-1.2,45.41,229688.42,59.45,26.22,37.27,3.73,4.53,44.1,62.7,16.27,0.69,7.63,83.07,13.49,3.43,55.34,5.69,938.35,914.88,0.77,1334.12,0.91,145.23,0.69,99.98,100,01.02,92.93,100,100,75.89,100,100,75.89,12.63,9.58,9.58,10.23,116.57,0.73,13.23,81.03,18.97,24.11,07.02,102.29,20.98,26.63,26.63,20.22,100,20.22,9.32,0,,,,,,,1.11,100,0,100,0,100,0,,,,,,,,,
411620,Morretes,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,6.54,4.25,553.38,5.73,6.29,4.73,87.62,6.81,50.13,201645.66,74.13,37.25,57.22,61.85,4.75,50.25,77.19,4.97,1.55,6.41,67.93,28.56,3.51,115.61,16.9,472.09,447.83,1.45,725.18,2.28,71.03,0.75,93.03,100,01.05,90.83,100,100,52.14,100,100,52.14,19.93,10.05,10.05,10.92,111.27,0.1,25.65,56.62,43.38,47.86,11,319.98,51.09,100,100,56.01,100,56.01,15.68,0.5,,,,,,0,1.56,100,1.88,100,0,100,0.63,,,,,,,,,
411650,Nova Aliança do Ivaí,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,5.72,4.17,626.41,6.24,6.24,,109.09,-2.36,54.48,167158.6,66.79,36.26,49.94,0.9,0.94,54.29,74.78,12.51,0.47,1.41,97.53,,2.47,246.63,1.38,356.85,348.5,02.08,491.5,02.08,145.84,0.78,88.33,100,01.02,89.52,100,100,82.73,100,100,82.73,14.36,11.88,11.88,12.53,140.79,0.59,22.69,87.26,12.74,17.27,3.39,83.5,,,,,,,,,,,,,,0,0.78,100,0,100,0.22,100,0,,,,,,,,,
411660,Nova América da Colina,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,6.13,4.3,525.46,5.46,5.68,4.51,89.14,0.29,45.03,244172.41,78.7,38.02,50.52,01.05,01.03,48.3,64.2,23.76,0.95,1.31,82.3,15.02,2.68,180.82,1.99,723.86,684.73,1.1,962,1.36,128.46,0.67,99.97,100,01.05,91.99,100,100,67.92,100,100,67.92,14.4,9.78,9.78,10.29,108.59,1.31,33.56,71.5,28.5,32.08,4.52,159.55,23.06,31.78,31.78,22.59,100,22.59,22.1,0.25,,,,,,,1.12,100,0,100,0,100,0,,,,,,,,,
411670,Nova Aurora,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.13,3.38,451.92,5.38,5.83,4.57,104.86,1.65,39.98,224857.91,62.84,22.56,38.13,25.76,1.67,35.9,60.67,24.42,0.73,2.65,69.72,28.12,2.16,65.08,8.45,820.13,768.12,0.77,1386,1.18,109.94,0.67,99.98,100,01.07,90,100,100,69.02,100,100,69.19,15.79,10.83,10.83,11.27,154.24,1.33,24.9,72.01,27.99,30.81,6.67,170.32,66.54,87.34,87.34,51.28,100,51.28,20.32,0.02,,,,,,0,1.11,100,0.28,100,0,100,0,,,,,,,,,
411680,Nova Cantu,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,4.75,3.78,465.06,4.93,4.93,,103.77,-0.17,45.09,188168.32,76.74,31.68,43.45,1.22,10.21,41.28,56.62,19.97,0.63,13.31,97.69,,2.31,59.15,2.74,714.62,696.76,01.05,980.25,01.05,127.14,0.84,99.98,100,01.03,92.4,100,100,67.66,100,99.92,67.66,14.28,9.66,9.66,10.25,120.18,0.64,20.31,71.79,28.21,32.34,7.17,155.67,,,,,,,,,,,,,,,0.71,100,0,100,0,100,0,,,,,,,,,
411690,Nova Esperança,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.6,3.54,479.17,5.44,5.97,4.67,118.41,1.66,50.52,210625.27,65.13,27.81,42.67,2.31,3.97,42.69,65.51,13.01,3.94,6.1,62.63,33.51,3.86,66.33,26.09,670.95,591.7,1.1,1029.56,1.84,135.95,0.66,99.99,100,1.12,88.8,100,100,82.58,100,100,82.58,13.07,10.77,10.77,11.28,131.84,01.01,16.73,86.49,13.51,17.42,4.42,83.7,71.86,78.63,78.63,68.56,100,68.56,15.24,0.02,,,,,,0,0.81,100,0.02,100,0,100,0,,,,,,,,,
411695,Nova Esperança do Sudoeste,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,4.79,3.43,442.61,06.09,06.09,,127.16,-0.32,28.63,,56.26,11.04,22.52,0.92,01.08,19.63,40.02,44,1.12,1.91,97.55,,2.45,46.56,,,,,,,155.7,0.74,56.16,100,1.13,85.24,100,100,74.36,100,100,74.36,13.79,10.26,10.26,10.77,122.12,1.59,26.24,78.05,21.95,25.64,4.67,131.07,,,,,,,,,,,,,,,1.16,100,0,100,0,100,0,,,,,,,,,
411705,Nova Laranjeiras,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,9.6,6.17,653.52,5.25,5.81,4.55,54.71,-2.76,39.98,244840.1,117.41,55.72,73.08,20.58,11.51,47.46,62.25,20.27,1.33,9.8,60.1,37.49,2.41,53.5,3.28,601.88,512.22,1.49,789.4,2.71,76.31,0.77,24.98,100,1.18,86.27,100,100,84.54,100,98.5,84.54,10.16,8.3,8.3,8.93,105.47,02.09,19.4,90.93,09.07,15.46,2.68,58.78,20.49,97.12,97.12,79.56,100,79.56,19.62,0.74,,,,,,,02.03,100,0,100,0,100,0,,,,,,,,,
411710,Nova Londrina,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.76,3.33,456.12,5.27,5.88,4.57,110.74,2.78,51.5,244583.87,63.11,28.09,46.51,6.53,1,44.51,73.69,12.25,0.61,1.58,56.84,38.38,4.78,113.98,13.25,727.69,696.21,0.87,1204.81,1.63,135.03,0.65,99.98,100,01.04,89.03,100,100,75.53,100,100,75.53,14.49,10.93,10.93,11.47,139.78,0.93,23.9,79.24,20.76,24.47,4.48,121.63,96.33,100,100,87.31,100,87.31,21.88,0.01,,,,,,0,1.23,100,0,100,0.23,100,0,,,,,,,,,
411720,Nova Olímpia,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.99,3.21,430.39,5.54,5.79,4.2,110.94,-0.76,42.32,254061.27,57.93,22.96,38.15,3.12,1.21,39.64,65.86,17.97,1.57,02.09,85.9,11.85,2.24,117.4,3.32,896.34,862.48,0.7,1489.25,0.84,156.19,0.71,99.98,100,01.04,91.9,100,100,82.77,100,100,82.77,13.02,10.78,10.78,11.3,150.83,0.83,20.81,86.77,13.23,17.23,3.21,76.72,25.16,29.56,29.56,19.08,100,19.08,32.37,0.01,,,,,,,1.3,100,0,100,0,100,0,,,,,,,,,
411722,Nova Santa Rosa,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,4.21,2.73,380.55,5.93,5.96,,140.67,-2.89,32.35,338683.66,46.1,15.72,23,1.86,1.58,34.1,49.89,29.04,1.26,3.44,97.87,,2.13,49.57,1.46,1784.06,1667.17,0.41,2610,0.41,173.16,0.74,82.86,100,01.07,88.72,100,100,80.67,100,100,80.76,13.79,11.11,11.11,11.54,141.93,0.9,20.14,83.87,16.13,19.24,4.49,93.64,,,,,,,,,,,,,,0,1.32,100,0,100,0,100,0,,,,,,,,,
411725,Nova Prata do Iguaçu,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,7.55,5.54,665.73,6.1,6.1,,80.84,-1.98,44.14,187711.43,90.76,40.91,54.6,19.46,3.9,45.07,60.16,24.57,2.75,4.3,96.91,,03.09,45.56,7.34,468.68,428.43,1.75,625.64,1.75,95.47,0.7,91.78,100,01.09,88.51,100,100,69.35,100,99.91,69.35,13.42,9.31,9.31,10.02,110.46,1.45,23.21,74.65,25.35,30.65,5.86,147.96,,,,,,,,,,,,,,0.27,2.72,100,0,100,0,100,0.5,,,,,,,,,
411727,Nova Tebas,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,7.5,5.17,671.51,5.44,5.92,,72.57,-3.05,42.56,168067.32,95.08,30.46,58.65,0.95,3.4,32.04,61.68,26.51,0.62,3.57,97.55,,2.45,168.13,3.85,405.76,381.09,1.36,781.25,1.36,110.01,0.78,81.68,100,01.06,88.93,100,100,77.49,100,92.98,79.01,12.01,9.3,9.3,9.94,109.92,1.48,20.59,83.97,16.03,20.99,4.16,94.63,,,,,,,,,,,,,,,0.88,100,0,100,0,100,0,,,,,,,,,
411729,Novo Itacolomi,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,5.47,4.13,526.35,5.41,5.41,,98.83,0.54,40.03,192265.32,76.36,29.7,40.5,17.7,0.33,38.9,53.04,36.94,0,0.44,97.22,,2.78,52.88,1.36,688.71,664.87,1.1,939,1.1,107.53,0.82,92.22,100,01.04,89.83,100,100,79.1,100,99.89,79.1,12.57,9.92,9.92,10.62,121.49,1.57,14.15,84.68,15.32,20.9,5.66,89.28,,,,,,,,,,,,,,,0.68,100,0.25,100,0,100,0,,,,,,,,,
411730,Ortigueira,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.46,3.91,462.05,5.38,5.93,4.54,98.52,2.63,47.82,172258.04,72.59,30.18,48.54,12.12,2.84,41.57,66.87,15.74,3.35,3.91,64.27,31.92,3.8,63.76,16.08,557.54,509.7,1.22,896.75,2,117.38,0.67,72.86,100,01.08,92.58,100,100,73.3,100,99.91,73.32,12.58,9.22,9.22,9.88,105.64,1.16,15.11,78.54,21.46,26.68,6.73,119.69,47.6,100,100,65.17,100,65.17,18.65,0.06,,,,,,0.02,01.06,100,0,100,0,100,0,,,,,,,,,
411740,Ourizona,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,4.29,3.14,466.62,5.48,5.48,,127.98,4.41,41.39,253857.58,57.2,22.59,32.34,01.03,1.35,39.49,56.54,26.9,1.45,2.37,97.75,,2.25,66.35,1.43,962.3,930.16,0.75,1377.5,0.75,145.04,0.74,99.97,100,01.03,91.8,100,100,71.22,100,100,71.22,16.65,11.86,11.86,12.4,156.79,0.85,17.17,74.44,25.56,28.78,8.13,162.98,,,,,,,,,,,,,,,0.64,100,0,100,0,100,0,,,,,,,,,
411745,Ouro Verde do Oeste,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,05.07,3.27,407.9,5.66,5.66,,111.81,-0.7,38.07,302508.49,57.69,21.17,34.05,15.69,0.43,36.7,59.02,26.57,01.02,0.75,97.08,,2.92,51.58,1.61,1256.64,1196.64,0.52,2021,0.52,131.95,0.7,99.98,100,01.05,91.86,100,100,68.34,100,100,68.34,14.45,9.87,9.87,10.4,109.83,0.89,22.9,72,28,31.66,6.58,157.93,,,,,,,,,,,,,,,1.44,100,0,100,0,100,0,,,,,,,,,
411750,Paiçandu,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,3.97,2.74,391.38,5.35,5.86,4.69,134.82,1.19,43.45,334244.58,51.23,19.69,32.23,3.88,3.25,38.45,62.91,14.85,1.16,6.34,59.68,36.55,3.77,75.79,23.73,1357.56,1278.18,0.48,2221.38,0.82,152.94,0.67,99.99,100,01.06,92.3,100,100,72.23,100,83.11,72.23,15.43,11.12,11.12,11.58,165.1,0.78,13.61,75.23,24.77,27.77,9.98,148.92,99.99,100,100,76.72,100,76.72,13.56,0.05,,,,,,0.13,1.17,100,0,100,0,100,0,,,,,,,,,
411760,Palmas,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,04.06,2.82,335.72,4.87,5.38,4.21,119.89,0.46,43.55,408401.89,57.91,19.7,36.33,4.7,1.61,34.02,62.72,12.38,9.27,2.77,60.5,36.54,2.96,70.41,13.83,1939.46,1671.85,0.32,3576.33,0.57,144.67,0.66,95.79,100,1.15,92.55,100,100,72.35,100,100,72.35,13.13,9.49,9.49,9.93,96.02,0.66,18.12,75.72,24.28,27.65,7.42,137.28,73.13,78.82,78.82,77.48,100,77.48,14.92,0.09,,,,,,0.92,1.61,100,0,100,0,100,1.83,,,,,,,,,
411770,Palmeira,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.85,3.85,448.31,5.25,5.92,4.67,108.17,-0.74,55.47,208020.78,73.41,27.5,51.28,3.82,1.24,37.46,69.86,13.37,5.12,1.69,58.86,38.74,2.4,67.23,25.18,664.25,630.98,0.85,1238.81,1.57,126.66,0.65,79.36,100,01.05,90.94,100,100,66.06,100,97.11,66.9,13.46,8.89,8.89,9.6,99.21,0.94,20.53,72.04,27.96,33.1,7.1,157.92,67.19,100,100,83.65,100,83.65,11.37,0.17,,,,,,,0.6,100,0,100,0,100,0,,,,,,,,,
411780,Palmital,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.63,3.76,447.8,5.29,5.64,4.2,93.96,1.36,40.12,227622.63,71.01,28.1,42.7,14.56,2,39.57,60.13,18.31,08.06,2.82,77.24,17.77,4.99,62.52,06.08,845.32,765.7,0.86,1284.62,1.16,119.56,0.69,85.29,100,1.1,90.58,100,100,88.16,100,100,88.18,11.47,9.61,9.61,10.23,110.75,1.11,19.62,93.86,6.14,11.82,2.19,46.71,33.88,68.07,68.07,31.06,100,31.06,17.47,0.21,,,,,,0,0.87,100,0,100,0,100,0.23,,,,,,,,,
411790,Palotina,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.33,03.06,421.91,5.45,5.95,4.62,125.76,-2.58,46.49,361909.83,56.22,20.83,36.96,1.46,1.45,37.05,65.75,16.35,1.91,2.59,66.15,30.97,2.88,51.6,17.75,1304.66,1161.59,0.49,2315.3,0.78,156.03,0.69,99.99,100,1.1,90.61,100,100,74.16,100,100,74.16,15.24,11.16,11.16,11.66,163.18,0.86,25.93,77.5,22.5,25.84,5.23,140.97,76.77,89.34,89.34,59.87,100,59.87,25.53,0.06,,,,,,0,01.08,100,0,100,0,100,0,,,,,,,,,
411800,Paraíso do Norte,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.49,2.84,413.69,5.35,5.93,4.61,119.21,3.96,42.96,329305.77,53.17,25.09,36.03,11.7,1.27,47.19,67.77,15.29,0.91,2.39,60.5,37.22,2.29,73.84,7.9,1174.56,1123.35,0.62,1686.73,1.11,136.78,0.64,99.99,100,01.05,91.53,100,100,79.46,100,100,79.46,14.68,11.66,11.66,12.09,143,0.88,21.03,82.4,17.6,20.54,4.54,103.56,84.68,89.82,89.82,79.13,100,79.13,18.88,0.19,,,,,,,0.94,100,0,100,0,100,0,,,,,,,,,
411810,Paranacity,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.55,3.34,472.18,5,6.7,4.54,109.92,0.71,51.3,199139.92,66.68,29.33,46.67,3.92,1.67,43.99,69.99,12.78,3.54,2.51,67.9,27.69,4.41,107.08,10.34,602.56,589.02,01.07,958.77,1.62,137.04,0.6,99.98,100,01.02,91.54,100,100,83.52,100,100,84.89,12.64,10.54,10.54,11.11,122.82,0.93,16.34,89.03,10.97,15.11,3.37,69.76,51,55.21,55.21,51.42,100,51.42,17.46,0,,,,,,0.02,0.77,100,0,100,0,100,0,,,,,,,,,
411840,Paranavaí,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.15,3.6,500.39,5.49,6.13,4.74,106.54,3.58,50.32,185986.51,65.59,34.07,47.23,8.75,03.01,51.95,72.01,10.19,02.03,4.59,58.95,38.13,2.92,71.53,135.86,516.12,482.46,1.5,715.5,2.69,126.99,0.58,99.99,100,01.06,90.27,100,100,75.24,100,100,75.31,14.5,10.89,10.89,11.4,156.37,0.87,18.44,78.85,21.15,24.69,5.97,125.39,98.25,100,100,83.63,100,83.63,17.25,0.06,,,,,,,0.92,100,0,100,0,100,0,,,,,,,,,
411850,Pato Branco,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.86,3.97,506.61,5.47,6.11,4.75,112.46,0.2,46.41,189789.01,72.63,28,41.27,6.93,7.8,38.55,56.82,15.45,6.87,10.75,60.11,37.59,2.31,52.82,104.66,659.31,475.54,1.43,971.87,2.5,119.92,0.67,99.99,100,1.34,88.82,100,100,74.74,100,99.12,74.97,13.7,10.23,10.23,10.58,153.96,1.25,24.6,77.49,22.51,25.03,6.15,152.83,99.99,100,100,80.8,100,80.8,19.44,0.03,,,,,,0,2.48,100,0,100,0,100,0,,,,,,,,,
411860,Paula Freitas,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,4.79,3.11,356.81,06.03,06.03,,125.79,0.3,32.06,,51.51,11.15,25.49,0.94,1.59,21.64,49.48,31.78,1.34,03.08,95.68,,4.32,54.46,,,,,,,168.76,0.73,59.24,100,01.07,89.09,100,100,67.46,100,100,67.46,13.16,8.88,8.88,9.57,101.73,0.98,30.2,72.75,27.25,32.54,4.19,150.73,,,,,,,,,,,,,,0,0.69,100,0,100,0.2,100,0,,,,,,,,,
411870,Paulo Frontin,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,8.21,6.34,746.25,6.12,6.12,,74.61,-4.49,61.52,117462.84,103.58,70.03,82.45,0.96,1.15,67.61,79.61,8.27,3.77,1.11,96.97,,03.03,46.9,5.89,197.73,180.07,4.72,232.8,4.72,103.07,0.83,42.16,100,1.1,84.49,100,100,82.27,100,100,82.27,11.17,9.19,9.19,9.81,114.26,0.56,25.57,87.8,12.2,17.73,2.3,71.49,,,,,,,,,,,,,,0,0.47,100,0,100,0,100,0,,,,,,,,,
411885,Perobal,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.51,3.13,393.26,5.53,5.71,4.73,122.71,2.83,47.89,330948.02,56.64,22.96,39.02,3.72,01.04,40.54,68.9,15.26,0.8,1.84,79.92,14.64,5.44,72.92,2.55,1221.4,1161.58,0.51,2076,0.63,147.97,0.79,99.98,100,01.04,90.81,100,100,83.01,100,100,83.01,12.2,10.12,10.12,10.66,135.55,0.64,12.38,87.43,12.57,16.99,5.15,71.06,31.09,57.06,57.06,22.02,100,22.02,16.77,0.04,,,,,,,1.96,100,0,100,0,100,0,,,,,,,,,
411890,Pérola,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,4.3,2.91,410.02,5.93,5.93,,137.92,-0.6,35.53,332497.2,49.05,15.68,25.76,2.42,2.92,31.96,52.52,25.19,1.19,5.95,97.06,,2.94,58.09,3.29,1544,1492.73,0.41,2537.25,0.41,163.1,0.69,99.98,100,01.03,90.19,100,100,80.74,100,100,80.74,13.87,11.2,11.2,11.75,165.68,0.9,19.75,84.72,15.28,19.26,04.05,90.81,,,,,,,,,,,,,,,1.16,100,0.11,100,0,100,0.11,,,,,,,,,
411900,Pérola D Oeste,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,5.29,3.82,464.23,06.06,06.06,,114.45,-3.17,39.42,229273.93,63.06,18.79,34.44,2.28,2.3,29.8,54.62,28.67,1.33,3.65,97.54,,2.46,42.64,1.83,904.29,838.55,0.65,1657.5,0.65,146.78,0.68,69.23,100,01.08,86.88,100,100,57.2,100,100,57.2,16.56,9.47,9.47,10.12,120.28,0.98,29.12,61.14,38.86,42.8,08.01,251.21,,,,,,,,,,,,,,,1.4,100,0.08,100,0,100,0,,,,,,,,,
411910,Piên,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,6.34,4.68,564.4,5.81,5.81,,91.7,-2.79,47.77,168945.66,80.53,31.75,52.09,6.31,2.81,39.43,64.69,21.56,0.97,3.5,97.01,,2.99,58.73,6.56,462.73,440.33,1.38,759.12,1.38,122.03,0.74,71.7,100,01.05,91.68,100,100,74.84,100,100,74.84,12.43,9.3,9.3,10.05,102,1.1,32.8,80.85,19.15,25.16,2.9,108.03,,,,,,,,,,,,,,,0.67,100,0,100,0,100,0,,,,,,,,,
411915,Pinhais,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,0.58,0.34,289.83,0.81,06.09,4.63,139.24,1.48,32.77,926781.89,42.19,14,23.54,5.2,3.61,33.18,55.78,18.41,0,8.55,59.6,37.55,2.85,70.41,15.97,5732.23,4399.16,0.14,9636.53,0.25,171.71,0.14,100,100,1.29,90.36,100,100,50.54,100,99.44,92.4,20.13,10.16,10.16,10.66,124.45,0.42,14.46,92.79,7.21,7.6,26.14,420.21,96.37,96.37,96.37,82.95,100,82.95,14.68,0.2,,,,,,0.03,1.47,100,0,100,0,100,0,,,,,,,,,
411920,Pinhalão,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,06.05,4.72,580.26,5.54,5.63,4.22,91.55,03.08,40.81,198418.27,85.15,27.99,44.57,15.63,8.98,32.87,52.35,26.85,1.31,10.54,92.19,2.59,5.22,79.31,3.19,653.19,639.53,0.98,1040.25,01.02,101.47,0.73,94.02,100,01.02,92.12,100,100,75.17,100,99.56,75.3,12.6,9.47,9.47,10.19,106.24,1.47,21.87,81.01,18.99,24.7,4.14,105.06,3.61,5.71,5.71,3.82,100,3.82,8.96,0.02,,,,,,,1.53,100,0,100,0,100,0,,,,,,,,,
411925,Pinhal de São Bento,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água,7.74,6.5,752.14,6.14,6.14,,79.38,-1.13,45.92,142998.28,105.87,43.9,57.85,0.93,30.22,41.47,54.64,8.82,1.12,28.55,97.08,,2.92,56.26,1.32,347.92,329.71,2.3,458.5,2.3,97.55,0.76,44.43,100,01.06,84.62,100,100,70.18,100,100,70.18,12.7,8.89,8.89,9.64,110.31,0.57,30.66,76.09,23.91,29.82,3.87,131.03,,,,,,,,,,,,,,,1.17,100,0,100,0,100,0,,,,,,,,,
411930,Pinhão,PR,4,41069000,Companhia de Saneamento do Paraná,SANEPAR,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.83,4.3,505.27,5.66,06.02,4.75,97.15,0.38,51.58,208935.62,75.94,36.39,53.09,5.43,2.15,47.92,69.9,14.03,3.64,2.84,74.63,22.43,2.94,68.03,16.77,591.54,543.17,1.26,862.87,1.71,125.16,0.67,69.09,100,01.08,90.53,100,100,84.47,100,99.82,84.5,10.97,09.02,09.02,9.71,96.31,0.74,15.16,90.95,09.05,15.5,3.53,58.83,23.68,46.71,46.71,38.41,100,38.41,17.61,1.15,,,,,,0.02,1.19,100,0,100,0,100,0,,,,,,,,,
