Código do município,Município,RO,AC,AM,RR,PA,AP,TO,MA,PI,CE,RN,PB,PE,AL,SE,BA,MG,RJ,SP,PR,SC,RS,MS,MT,GO,DF,Total
260300,CABROBO,-,-,-,-,-,-,-,-,-,-,-,-,54,-,-,-,-,-,-,-,-,-,-,-,-,-,54
260310,CACHOEIRINHA,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
260340,CALUMBI,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
260345,CAMARAGIBE,-,-,-,-,-,-,-,-,-,-,-,-,996,-,-,-,-,-,-,-,-,-,-,-,-,-,996
260350,CAMOCIM DE SAO FELIX,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
260360,CAMUTANGA,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6
260370,CANHOTINHO,-,-,-,-,-,-,-,-,-,-,-,-,66,-,-,-,-,-,-,-,-,-,-,-,-,-,66
260392,CARNAUBEIRA DA PENHA,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
260400,CARPINA,-,-,-,-,-,-,-,-,-,-,-,-,326,-,-,-,-,-,-,-,-,-,-,-,-,-,326
260410,CARUARU,-,-,-,-,-,-,-,-,-,-,-,-,389,-,-,-,-,-,-,-,-,-,-,-,-,-,389
260420,CATENDE,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10
260440,CHA DE ALEGRIA,-,-,-,-,-,-,-,-,-,-,-,-,42,-,-,-,-,-,-,-,-,-,-,-,-,-,42
260450,CHA GRANDE,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
260490,CUMARU,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
260500,CUPIRA,-,-,-,-,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,-,-,-,-,-,-,57
260510,CUSTODIA,-,-,-,-,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,-,-,-,-,-,-,57
260515,DORMENTES,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,24
260520,ESCADA,-,-,-,-,-,-,-,-,-,-,-,-,334,-,-,-,-,-,-,-,-,-,-,-,-,-,334
260530,EXU,-,-,-,-,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,-,-,-,-,-,-,57
260540,FEIRA NOVA,-,-,-,-,-,-,-,-,-,-,-,-,53,-,-,-,-,-,-,-,-,-,-,-,-,-,53
260545,FERNANDO DE NORONHA,-,-,-,-,-,-,-,-,-,-,-,-,376,-,-,-,-,-,-,-,-,-,-,-,-,-,376
260550,FERREIROS,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5
260560,FLORES,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
260570,FLORESTA,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6
260580,FREI MIGUELINHO,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,15
260590,GAMELEIRA,-,-,-,-,-,-,-,-,-,-,-,-,212,-,-,-,-,-,-,-,-,-,-,-,-,-,212
260600,GARANHUNS,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,20
260610,GLORIA DO GOITA,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12
260620,GOIANA,-,-,-,-,-,-,-,-,-,-,-,-,723,-,-,-,-,-,-,-,-,-,-,-,-,-,723
260640,GRAVATA,-,-,-,-,-,-,-,-,-,-,-,-,701,-,-,-,-,-,-,-,-,-,-,-,-,-,701
260650,IATI,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
260660,IBIMIRIM,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6
260680,IGARASSU,-,-,-,-,-,-,-,-,-,-,-,-,225,-,-,-,-,-,-,-,-,-,-,-,-,-,225
260690,IGUARACY,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
260700,INAJA,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6
260720,IPOJUCA,-,-,-,-,-,-,-,-,-,-,-,-,1892,-,-,-,-,-,-,-,-,-,-,-,-,-,1892
260740,ITACURUBA,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
260760,ILHA DE ITAMARACA,-,-,-,-,-,-,-,-,-,-,-,-,347,-,-,-,-,-,-,-,-,-,-,-,-,-,347
260765,ITAMBE,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
260770,ITAPETIM,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
260775,ITAPISSUMA,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7
260780,ITAQUITINGA,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,14
260790,JABOATAO DOS GUARARAPES,-,-,-,-,-,-,-,-,-,-,-,-,1087,-,-,-,-,-,-,-,-,-,-,-,-,-,1087
260795,JAQUEIRA,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
260800,JATAUBA,-,-,-,-,-,-,-,-,-,-,-,-,44,-,-,-,-,-,-,-,-,-,-,-,-,-,44
260805,JATOBA,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
260810,JOAO ALFREDO,-,-,-,-,-,-,-,-,-,-,-,-,104,-,-,-,-,-,-,-,-,-,-,-,-,-,104
260820,JOAQUIM NABUCO,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
260830,JUPI,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
260840,JUREMA,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
260845,LAGOA DO CARRO,-,-,-,-,-,-,-,-,-,-,-,-,220,-,-,-,-,-,-,-,-,-,-,-,-,-,220
260850,LAGOA DE ITAENGA,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,18
260870,LAGOA DOS GATOS,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5
260880,LAJEDO,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
260890,LIMOEIRO,-,-,-,-,-,-,-,-,-,-,-,-,208,-,-,-,-,-,-,-,-,-,-,-,-,-,208
260900,MACAPARANA,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,21
260910,MACHADOS,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
260915,MANARI,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-,26
260930,MIRANDIBA,-,-,-,-,-,-,-,-,-,-,-,-,65,-,-,-,-,-,-,-,-,-,-,-,-,-,65
260940,MORENO,-,-,-,-,-,-,-,-,-,-,-,-,156,-,-,-,-,-,-,-,-,-,-,-,-,-,156
260950,NAZARE DA MATA,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,19
260960,OLINDA,-,-,-,-,-,-,-,-,-,-,-,-,307,-,-,-,-,-,-,-,-,-,-,-,-,-,307
260970,OROBO,-,-,-,-,-,-,-,-,-,-,-,-,121,-,-,-,-,-,-,-,-,-,-,-,-,-,121
260980,OROCO,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
260990,OURICURI,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
261000,PALMARES,-,-,-,-,-,-,-,-,-,-,-,-,66,-,-,-,-,-,-,-,-,-,-,-,-,-,66
261020,PANELAS,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12
261040,PARNAMIRIM,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6
261050,PASSIRA,-,-,-,-,-,-,-,-,-,-,-,-,101,-,-,-,-,-,-,-,-,-,-,-,-,-,101
261060,PAUDALHO,-,-,-,-,-,-,-,-,-,-,-,-,1459,-,-,-,-,-,-,-,-,-,-,-,-,-,1459
261070,PAULISTA,-,-,-,-,-,-,-,-,-,-,-,-,1319,-,-,-,-,-,-,-,-,-,-,-,-,-,1319
261080,PEDRA,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10
261100,PETROLANDIA,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9
261110,PETROLINA,-,-,-,-,-,-,-,-,-,-,-,-,153,-,-,-,-,-,-,-,-,-,-,-,-,-,153
261140,PRIMAVERA,-,-,-,-,-,-,-,-,-,-,-,-,87,-,-,-,-,-,-,-,-,-,-,-,-,-,87
261160,RECIFE,-,-,-,-,-,-,-,-,-,-,-,-,16893,-,-,-,-,-,-,-,-,-,-,-,-,-,16893
261170,RIACHO DAS ALMAS,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5
261180,RIBEIRAO,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,20
261190,RIO FORMOSO,-,-,-,-,-,-,-,-,-,-,-,-,115,-,-,-,-,-,-,-,-,-,-,-,-,-,115
261200,SAIRE,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
261210,SALGADINHO,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6
261220,SALGUEIRO,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10
261240,SANHARO,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5
261245,SANTA CRUZ,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
261250,SANTA CRUZ DO CAPIBARIBE,-,-,-,-,-,-,-,-,-,-,-,-,533,-,-,-,-,-,-,-,-,-,-,-,-,-,533
261270,SANTA MARIA DO CAMBUCA,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
261290,SAO BENEDITO DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5
261300,SAO BENTO DO UNA,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8
261330,SAO JOAQUIM DO MONTE,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6
261340,SAO JOSE DA COROA GRANDE,-,-,-,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,-,-,-,-,-,-,-,61
261350,SAO JOSE DO BELMONTE,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10
261360,SAO JOSE DO EGITO,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
261370,SAO LOURENCO DA MATA,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,23
261380,SAO VICENTE FERRER,-,-,-,-,-,-,-,-,-,-,-,-,547,-,-,-,-,-,-,-,-,-,-,-,-,-,547
261390,SERRA TALHADA,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,13
261400,SERRITA,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4
261410,SERTANIA,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7
261420,SIRINHAEM,-,-,-,-,-,-,-,-,-,-,-,-,203,-,-,-,-,-,-,-,-,-,-,-,-,-,203
261460,TABIRA,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
261470,TACAIMBO,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
261485,TAMANDARE,-,-,-,-,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,-,-,-,-,-,-,81
261500,TAQUARITINGA DO NORTE,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
261520,TERRA NOVA,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3
261530,TIMBAUBA,-,-,-,-,-,-,-,-,-,-,-,-,384,-,-,-,-,-,-,-,-,-,-,-,-,-,384
261550,TRACUNHAEM,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9
261560,TRINDADE,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
261570,TRIUNFO,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
261580,TUPANATINGA,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8
261590,TUPARETAMA,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
261600,VENTUROSA,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5
261610,VERDEJANTE,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1
261618,VERTENTE DO LERIO,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2
261630,VICENCIA,-,-,-,-,-,-,-,-,-,-,-,-,313,-,-,-,-,-,-,-,-,-,-,-,-,-,313
261640,VITORIA DE SANTO ANTAO,-,-,-,-,-,-,-,-,-,-,-,-,604,-,-,-,-,-,-,-,-,-,-,-,-,-,604
261650,XEXEU,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8
270020,ANADIA,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
270030,ARAPIRACA,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,7
270040,ATALAIA,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,7
270050,BARRA DE SANTO ANTONIO,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
270060,BARRA DE SAO MIGUEL,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,5
270110,BRANQUINHA,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,5
270170,CAPELA,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,3
270200,COITE DO NOIA,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
270210,COLONIA LEOPOLDINA,-,-,-,-,-,-,-,-,-,-,-,-,-,131,-,-,-,-,-,-,-,-,-,-,-,-,131
270230,CORURIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,7
270240,DELMIRO GOUVEIA,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,7
270260,FEIRA GRANDE,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
270280,FLEXEIRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2
270320,IGREJA NOVA,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,7
270350,JACUIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,4
270400,JUNQUEIRO,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
270420,LIMOEIRO DE ANADIA,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2
270430,MACEIO,-,-,-,-,-,-,-,-,-,-,-,-,-,238,-,-,-,-,-,-,-,-,-,-,-,-,238
270440,MAJOR ISIDORO,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,4
270450,MARAGOGI,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,31
270470,MARECHAL DEODORO,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
270510,MATRIZ DE CAMARAGIBE,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,7
270520,MESSIAS,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,6
270630,PALMEIRA DOS INDIOS,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
270670,PENEDO,-,-,-,-,-,-,-,-,-,-,-,-,-,153,-,-,-,-,-,-,-,-,-,-,-,-,153
270680,PIACABUCU,-,-,-,-,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,95
270690,PILAR,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2
270710,PIRANHAS,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2
270730,PORTO CALVO,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
270760,QUEBRANGULO,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2
270770,RIO LARGO,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2
270790,SANTA LUZIA DO NORTE,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
270800,SANTANA DO IPANEMA,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
270840,SAO JOSE DA TAPERA,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
270850,SAO LUIS DO QUITUNDE,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2
270860,SAO MIGUEL DOS CAMPOS,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,23
270880,SAO SEBASTIAO,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,6
270895,SENADOR RUI PALMEIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2
270915,TEOTONIO VILELA,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,17
270930,UNIAO DOS PALMARES,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,33
270940,VICOSA,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
280020,AQUIDABA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,26
280030,ARACAJU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,932,-,-,-,-,-,-,-,-,-,-,-,932
280040,ARAUA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,102,-,-,-,-,-,-,-,-,-,-,-,102
280050,AREIA BRANCA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,7
280060,BARRA DOS COQUEIROS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,-,-,-,-,-,47
280067,BOQUIM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,421,-,-,-,-,-,-,-,-,-,-,-,421
280100,CAMPO DO BRITO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,7
280110,CANHOBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,33
280120,CANINDE DE SAO FRANCISCO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,6
280130,CAPELA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-,-,41
280140,CARIRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,6
280150,CARMOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,12
280160,CEDRO DE SAO JOAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149,-,-,-,-,-,-,-,-,-,-,-,149
280190,CUMBE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,34
280200,DIVINA PASTORA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3
280210,ESTANCIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,245,-,-,-,-,-,-,-,-,-,-,-,245
280220,FEIRA NOVA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1
280240,GARARU,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,8
280250,GENERAL MAYNARD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,16
280260,GRACHO CARDOSO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,5
280270,ILHA DAS FLORES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3
280280,INDIAROBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-,-,-,-,-,-,51
280290,ITABAIANA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,171,-,-,-,-,-,-,-,-,-,-,-,171
280300,ITABAIANINHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,223,-,-,-,-,-,-,-,-,-,-,-,223
280320,ITAPORANGA D'AJUDA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,14
280330,JAPARATUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,14
280340,JAPOATA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,27
280350,LAGARTO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,193,-,-,-,-,-,-,-,-,-,-,-,193
280360,LARANJEIRAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2
280380,MALHADA DOS BOIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,213,-,-,-,-,-,-,-,-,-,-,-,213
280390,MALHADOR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,338,-,-,-,-,-,-,-,-,-,-,-,338
280410,MOITA BONITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,-,-,-,-,-,-,-,-,-,-,-,65
280420,MONTE ALEGRE DE SERGIPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-,-,-,-,-,-,70
280430,MURIBECA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-,-,37
280440,NEOPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,196,-,-,-,-,-,-,-,-,-,-,-,196
280445,NOSSA SENHORA APARECIDA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,4
280450,NOSSA SENHORA DA GLORIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,26
280460,NOSSA SENHORA DAS DORES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,471,-,-,-,-,-,-,-,-,-,-,-,471
280470,NOSSA SENHORA DE LOURDES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,6
280480,NOSSA SENHORA DO SOCORRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,229,-,-,-,-,-,-,-,-,-,-,-,229
280490,PACATUBA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,7
280500,PEDRA MOLE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,7
280520,PINHAO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,28
280540,POCO REDONDO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3
280560,PORTO DA FOLHA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,278,-,-,-,-,-,-,-,-,-,-,-,278
280570,PROPRIA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,-,-,-,-,-,-,-,-,-,-,-,53
280580,RIACHAO DO DANTAS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,159,-,-,-,-,-,-,-,-,-,-,-,159
280600,RIBEIROPOLIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,-,-,-,-,-,-,-,-,-,-,-,74
280610,ROSARIO DO CATETE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,4
280620,SALGADO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3
280640,SANTANA DO SAO FRANCISCO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,6
